#unique ID , Permissions , UID , GID , File_size_in_bytes , Creation_time , Modification_time , Block_size_in_bytes , /path/to/file
562939,-rwxrwxr--,0,0,1000,1231283227.0,1231283227.0,524288, /0/1/2/3/4/5/1144/688/15/230 
563039,-rwxrwxr--,0,0,1000,1231283288.0,1231283288.0,524288, /0/1/2/3/4/5/1144/1382/610/77 
563139,-rwxrwxr--,0,0,1000,1231338569.0,1231338569.0,524288, /0/1/2/3/4/5/857/218/130 
563239,-rwxrwxr--,0,0,1000,1231285728.0,1231285728.0,524288, /0/1/2/3/4/5/6/688/136/338 
563339,-rwxrwxr--,0,0,1000,1231338386.0,1231338386.0,524288, /0/1/2/3/4/5/83/7/2461 
563439,-rwxrwxr--,0,0,1000,1231338386.0,1231338386.0,524288, /0/1/2/3/4/5/83/347/10/694 
563539,-rwxrwxr--,0,0,1000,1231338386.0,1231338386.0,524288, /0/1/2/3/4/5/83/135/8/637 
563639,-rwxrwxr--,0,0,1000,1231338386.0,1231338386.0,524288, /0/1/2/3/4/5/83/1285/10/598 
563739,-rwxrwxr--,0,0,1000,1231338569.0,1231338569.0,524288, /0/1/2/3/4/5/857/103/15/1417 
563839,-rwxrwxr--,0,0,1000,1231338569.0,1231338569.0,524288, /0/1/2/3/4/5/857/103/353/289 
563939,-rwxrwxr--,0,0,1000,1231343389.0,1231343389.0,524288, /0/1/2/3/4/5/216/84/859/232 
564039,-rw-rw-r--,0,0,1000,1231278284.0,1231278284.0,524288, /0/1/2/3/4/5/1200/7/8/55 
564139,-rwxrwxr--,0,0,1000,1231285728.0,1231285728.0,524288, /0/1/2/3/4/5/6/688/224/62 
564239,-rwxrwxr--,0,0,1000,1231343389.0,1231343389.0,524288, /0/1/2/3/4/5/216/688/224/602 
564339,drwxrwxr--,0,0,65536,1231343389.0,1231343389.0,16384, /0/1/2/3/4/5/216/84/10 
564439,-rwxrwxr--,0,0,1000,1231343206.0,1231343206.0,524288, /0/1/2/3/4/5/607/84/15/844 
564539,-rwxrwxr--,0,0,1000,1231338569.0,1231338569.0,524288, /0/1/2/3/4/5/857/688/353/1139 
564639,-rwxrwxr--,0,0,1000,1231338386.0,1231338386.0,524288, /0/1/2/3/4/5/83/218/12/597 
564739,-rwxrwxr--,0,0,1000,1231283227.0,1231283227.0,524288, /0/1/2/3/4/5/1144/14/3070 
564839,-rwxrwxr--,0,0,1000,1231283227.0,1231283227.0,524288, /0/1/2/3/4/5/1144/347/10/1258 
564939,-rwxrwxr--,0,0,1000,1231285667.0,1231285667.0,524288, /0/1/2/3/4/5/6/135/859/893 
565039,-rwxrwxr--,0,0,1000,1231343206.0,1231343206.0,524288, /0/1/2/3/4/5/607/688/859/294 
565139,-rwxrwxr--,0,0,1000,1231344732.0,1231344732.0,524288, /0/1/2/3/4/5/687/84/438/605 
565239,-rwxrwxr--,0,0,1000,1231344732.0,1231344732.0,524288, /0/1/2/3/4/5/687/84/12/587 
565339,-rwxrwxr--,0,0,1000,1231343389.0,1231343389.0,524288, /0/1/2/3/4/5/216/1382/859/1417 
565439,-rwxrwxr--,0,0,1000,1231338569.0,1231338569.0,524288, /0/1/2/3/4/5/857/14/610/368 
565539,-rwxrwxr--,0,0,1000,1231338386.0,1231338386.0,524288, /0/1/2/3/4/5/83/688/15/1065 
565639,-rwxrwxr--,0,0,1000,1231343145.0,1231343145.0,524288, /0/1/2/3/4/5/607/347/353/281 
565739,-rwxrwxr--,0,0,1000,1231343206.0,1231343206.0,524288, /0/1/2/3/4/5/607/347/353/461 
565839,-rwxrwxr--,0,0,1000,1231338569.0,1231338569.0,524288, /0/1/2/3/4/5/857/14/10/909 
565939,-rwxrwxr--,0,0,1000,1231338386.0,1231338386.0,524288, /0/1/2/3/4/5/83/218/136/874 
566039,-rwxrwxr--,0,0,1000,1231285667.0,1231285667.0,524288, /0/1/2/3/4/5/6/135/8/215 
